abs_time_hours,Activity,BPM,RMSSD,Detrended,mask
10.883333333333333,70,85,241.77,6.025564375409818,True
11.133333333333333,1,78,100.63,6.12273435005852,False
11.383333333333333,111,86,229.26,5.819854390721342,True
11.633333333333333,132,83,288.57,5.51692482120374,True
11.883333333333333,42,79,118.05,5.513945972156286,False
12.133333333333333,0,71,76.58,5.810918181025889,False
12.383333333333333,90,77,67.82,6.3078417920055925,False
12.633333333333333,43,82,214.05,6.004717155982786,True
12.883333333333333,7,81,98.61,5.3015446304859,False
13.133333333333333,1,79,59.74,5.898324579629661,False
13.383333333333333,2,83,43.23,7.295057374058732,False
13.633333333333333,458,96,80.57,6.49174339088998,False
13.883333333333333,39,99,24.57,4.688383013653162,False
14.133333333333333,16,88,44.1,3.784976632230199,False
14.383333333333333,83,88,115.78,3.981524642792955,False
14.633333333333333,56,84,123.58,4.978027447739594,False
14.883333333333333,2,81,62.89,5.074485455629455,False
15.133333333333333,547,101,290.19,4.570899081116509,True
15.383333333333333,27,83,90.51,4.467268744881392,False
15.633333333333333,689,89,104.14,4.76359487356208,False
15.883333333333333,146,78,84.28,4.759877899683069,False
16.133333333333333,180,104,106.26,4.856118261583256,False
16.383333333333333,203,99,65.38,4.752316403342414,False
16.633333333333333,0,74,65.33,4.5484727747063065,True
16.883333333333333,42,79,100.68,4.444587831010479,True
17.133333333333333,2,74,57.76,4.240662033102695,False
17.383333333333333,264,81,164.69,4.036695847264089,True
17.633333333333333,21,84,40.55,4.032689745128978,False
17.883333333333333,1502,97,112.42,4.028644203603434,True
18.133333333333333,80,71,135.77,3.824559704782561,False
18.383333333333333,176,75,84.34,3.520436735866515,False
18.633333333333333,3134,106,181.89,3.4162757890753204,True
18.883333333333333,1731,104,267.34,3.6120773615624273,True
19.133333333333333,13,78,56.17,3.507841955327107,False
19.383333333333333,126,89,126.79,3.703570077125628,True
19.633333333333333,22,99,24.47,5.699262238381271,True
19.883333333333333,16,107,10.25,8.194918955093259,False
20.133333333333333,67,106,37.2,9.190540747744446,False
20.383333333333333,14,100,14.67,7.786128141207993,False
20.633333333333333,58,94,71.81,5.381681664652913,False
20.883333333333333,83,102,71.83,4.477201851448556,True
21.133333333333333,95,104,55.55,4.672689239068038,False
21.383333333333333,90,100,32.78,4.968144368990633,False
21.633333333333333,544,116,189.66,4.563567786603176,True
21.883333333333333,3126,124,7.56,3.858960041100461,False
22.133333333333333,2,89,28.92,3.254321685384695,False
22.383333333333333,266,107,222.13,3.649653275963973,True
22.633333333333333,94,98,45.64,5.244955372849844,True
22.883333333333333,2,91,23.7,5.340228539454017,False
23.133333333333333,12,93,21.17,4.535473342484123,False
23.383333333333333,13,89,34.12,4.130690351838648,False
23.633333333333333,15,85,147.54,5.125880140501073,True
23.883333333333333,28,93,52.25,5.121043284433137,False
24.133333333333333,272,85,297.25,4.216180362467373,True
24.383333333333333,17,81,154.04,3.711291956198865,True
24.633333333333333,0,72,85.39,3.70637864987623,True
24.883333333333333,0,73,54.5,4.201441030291983,False
25.133333333333333,0,75,35.94,4.796479686672095,False
25.383333333333333,0,71,82.32,4.3914952105649965,False
25.633333333333333,0,74,84.78,4.086488195729881,False
25.883333333333333,0,74,57.72,3.881459238024403,False
26.133333333333333,0,74,38.53,3.6764089352918186,False
26.383333333333333,0,75,34.91,3.3713378872475586,False
26.633333333333333,0,69,90.76,3.2662466953652274,False
26.883333333333333,0,67,69.24,3.461135962762155,False
27.133333333333333,0,64,94.39,3.656006294084453,False
27.383333333333333,0,62,135.37,3.5508582953915644,False
27.633333333333333,0,63,124.78,3.5456925740404657,False
27.883333333333333,4,59,360.21,3.8405097385694,True
28.133333333333333,0,58,512.92,4.135310398581305,True
28.383333333333333,0,63,117.2,4.230095164626819,False
28.633333333333333,0,65,97.47,4.22486464808704,False
28.883333333333333,0,64,166.79,4.219619461055964,True
29.133333333333333,6,59,229.1,4.41436021622263,True
29.383333333333333,4,60,321.17,4.509087526753105,True
29.633333333333333,0,54,440.08,4.203802006172194,True
29.883333333333333,0,58,268.35,4.398504268245016,True
30.133333333333333,0,58,224.24,4.4931949268583935,False
30.383333333333333,0,57,257.15,4.587874595902157,True
30.633333333333333,3,60,221.95,4.482543889150344,True
30.883333333333333,11,59,269.94,4.077203420142322,True
31.133333333333333,5,58,255.46,3.7718538020638768,True
31.383333333333333,0,56,160.73,4.7664956476283376,False
31.633333333333333,0,73,144.79,5.16112956895765,True
31.883333333333333,77,80,226.23,4.555756177463558,False
32.13333333333333,62,90,206.5,5.150376083728839,True
32.38333333333333,168,86,74.68,5.644989897388676,False
32.63333333333333,200,91,254.65,5.639598227012137,True
32.88333333333333,3711,114,13.79,5.434201679983819,False
33.13333333333333,2407,94,31.33,5.128800862385695,False
33.38333333333333,1165,99,92.24,5.323396378879248,False
33.63333333333333,1,76,46.31,5.417988832587721,False
33.88333333333333,1,78,32.48,5.212578824978797,False
34.13333333333333,1453,97,138.74,5.407166955747472,True
34.38333333333333,931,88,88.99,5.101753822699374,False
34.63333333333333,0,63,68.54,5.396340021634336,False
34.88333333333333,0,65,70.01,6.490926146230489,False
35.13333333333333,27,70,168.07,7.185512787928684,True
35.38333333333333,0,66,165.23,6.4801005358174,True
35.63333333333333,1,66,89.86,5.474689976518185,False
35.88333333333333,1087,85,207.98,4.76928169407153,True
36.13333333333333,111,79,153.03,4.663876269823331,False
36.38333333333333,92,86,119.92,6.258474282311939,True
36.63333333333333,71,95,110.87,7.453076307155713,True
36.88333333333333,8,85,95.63,6.447682916941341,False
37.13333333333333,1,89,53.72,5.542294681112715,False
37.38333333333333,846,99,200.33,5.136912165860472,True
37.63333333333333,1,72,112.15,4.931535934012368,True
37.88333333333333,15,78,33.81,4.926166544924215,False
38.13333333333333,16,77,71.32,4.920804554371745,False
38.38333333333333,140,83,65.58,4.915450514443167,False
38.63333333333333,298,79,257.64,4.410104973432572,True
38.88333333333333,329,84,78.89,4.004768475734169,False
39.13333333333333,21,71,82.85,3.899441561737463,False
39.38333333333333,234,79,97.4,3.894124767723195,False
39.63333333333333,28,73,70.76,3.88881862576036,False
39.88333333333333,3,72,66.26,4.0835236636040895,False
40.13333333333333,4,71,100.74,4.278240404594495,False
40.38333333333333,93,73,276.37,4.272969367556614,True
40.63333333333333,487,85,88.21,4.367711066701241,True
40.88333333333333,28,78,48.15,4.562466011526961,False
41.13333333333333,184,78,72.04,5.05723470672316,False
41.38333333333333,585,80,101.43,6.352017652074188,False
41.63333333333333,520,90,226.17,7.746815342364603,True
41.88333333333333,14,72,91.8,7.94162826728565,False
42.13333333333333,5,64,99.79,7.0364569113428335,False
42.38333333333333,2,62,71.21,6.331301753764717,False
42.63333333333333,115,66,115.63,5.826163268412973,False
42.88333333333333,1,64,118.43,5.321041923693666,False
43.13333333333333,1777,75,248.66,4.815938182469754,True
43.38333333333333,4357,101,107.93,4.210852501974979,True
43.63333333333333,141,70,165.55,4.005785333728969,True
43.88333333333333,1573,81,493.47,3.80073712345378,True
44.13333333333333,334,86,331.64,3.695708310991683,True
44.38333333333333,1039,82,336.55,3.5906993302244232,True
44.63333333333333,3,75,52.32,4.885710608993817,False
44.88333333333333,162,106,60.17,7.18074256902382,True
45.13333333333333,301,103,103.39,8.175795625843973,False
45.38333333333333,9,92,65.17,8.570870188714379,False
45.63333333333333,144,85,130.57,8.265966660552097,True
45.88333333333333,4,76,75.56,6.7610854378590455,False
46.13333333333333,178,92,138.91,5.25622691065148,True
46.38333333333333,74,85,379.81,5.251391462390901,True
46.63333333333333,0,76,303.8,5.546579469916617,True
46.88333333333333,58,90,137.48,5.741791303379806,True
47.13333333333333,0,76,308.62,6.137027326179208,True
47.38333333333333,15,76,136.04,6.232287894898376,True
47.63333333333333,1,74,47.13,5.927573359244601,False
47.88333333333333,2,72,80.86,5.422884061989424,False
48.13333333333333,204,84,88.7,5.11822033891082,True
48.38333333333333,55,61,334.64,4.813582518737056,True
48.63333333333333,0,55,227.34,4.208970923092194,False
48.88333333333333,0,51,100.15,3.704385866443333,False
49.13333333333333,0,51,107.4,3.5998276560495266,False
49.38333333333333,0,51,136.76,3.895296591912441,False
49.63333333333333,0,51,116.87,3.890792966728696,False
49.88333333333333,0,53,157.94,3.886317065844042,False
50.13333333333333,0,54,224.72,3.781869167209218,False
50.38333333333333,0,56,211.62,3.877449541337607,False
50.63333333333333,0,54,116.2,4.273058451264649,False
50.88333333333333,0,57,147.11,4.368696152509091,True
51.13333333333333,0,56,178.24,4.464362893035996,False
51.38333333333333,0,62,149.22,4.4600589132215465,True
51.63333333333333,0,56,191.5,4.45578444581973,False
51.88333333333333,0,55,179.0,4.551539715930777,True
52.13333333333333,5,55,255.94,4.547324940971508,True
52.38333333333333,40,59,227.69,4.44314033064743,True
52.63333333333333,0,52,153.76,4.338986086926778,False
52.88333333333333,1,53,285.92,4.33486240401635,True
53.13333333333333,0,53,151.88,4.530769468339229,True
53.38333333333333,3,53,215.16,4.526707458514351,True
53.63333333333333,1,51,293.99,4.522676545337959,True
53.88333333333333,0,54,189.97,4.618676891766971,False
54.13333333333333,0,56,153.31,4.714708652904131,False
54.38333333333333,1,58,230.42,4.71077197598515,True
54.63333333333333,0,58,152.38,4.706867000367666,False
54.88333333333333,0,55,174.0,4.602993857522122,True
55.13333333333333,0,60,145.36,4.599152671024516,False
